white,black,regla,ve,gana1,gana2,sindef,turnos
11344,22355,libre,4,41.63,58.07,0.30,9.99
11344,22445,fijo,4,27.90,71.97,0.13,10.14
11344,22445,libre,4,33.00,66.90,0.10,9.99
11344,22455,fijo,4,25.27,74.70,0.03,9.94
11344,22455,libre,4,29.10,70.90,0.00,9.77
11344,23345,fijo,4,38.80,60.93,0.27,10.15
11344,23345,libre,4,43.20,56.53,0.27,9.82
11344,23355,fijo,4,37.30,62.50,0.20,10.05
11344,23355,libre,4,40.53,59.37,0.10,9.83
11344,23445,fijo,4,29.20,70.70,0.10,10.10
11344,23445,libre,4,34.70,65.30,0.00,9.78
11344,23455,fijo,4,26.20,73.80,0.00,10.05
11344,23455,libre,4,31.87,68.13,0.00,9.70
11344,24455,fijo,4,23.00,77.00,0.00,9.86
11344,24455,libre,4,25.10,74.90,0.00,9.70
12234,11225,fijo,4,73.00,26.50,0.50,10.02
12234,11225,libre,4,78.00,21.47,0.53,9.56
12234,11235,fijo,4,60.27,39.00,0.73,10.20
12234,11235,libre,4,65.80,33.73,0.47,9.82
12234,11245,fijo,4,43.87,54.77,1.37,10.26
12234,11245,libre,4,49.90,49.63,0.47,9.75
12234,11255,fijo,4,44.50,54.67,0.83,10.11
12234,11255,libre,4,47.73,51.77,0.50,9.85
12234,11335,fijo,4,51.97,47.27,0.77,10.16
12234,11335,libre,4,56.90,42.53,0.57,9.79
12234,11345,fijo,4,34.87,64.60,0.53,9.94
12234,11345,libre,4,40.10,59.57,0.33,9.79
12234,11355,fijo,4,35.80,63.60,0.60,10.14
12234,11355,libre,4,41.03,58.67,0.30,9.85
12234,11445,fijo,4,28.17,71.83,0.00,9.82
12234,11445,libre,4,33.10,66.87,0.03,9.63
12234,11455,fijo,4,26.73,73.27,0.00,9.83
12234,11455,libre,4,31.17,68.83,0.00,9.59
12234,12235,fijo,4,56.90,42.33,0.77,10.22
12234,12235,libre,4,62.00,37.73,0.27,9.76
12234,12245,fijo,4,41.33,58.17,0.50,10.06
12234,12245,libre,4,47.13,52.60,0.27,9.66
12234,12255,fijo,4,41.87,57.53,0.60,10.07
12234,12255,libre,4,46.03,53.73,0.23,9.67
12234,12335,fijo,4,50.27,49.23,0.50,9.97
12234,12335,libre,4,56.33,43.37,0.30,9.65
12234,12345,fijo,4,35.83,63.83,0.33,9.97
12234,12345,libre,4,40.70,59.13,0.17,9.64
12234,12355,fijo,4,37.83,61.83,0.33,9.94
12234,12355,libre,4,42.33,57.57,0.10,9.62
12234,12445,fijo,4,31.00,68.97,0.03,9.81
12234,12445,libre,4,34.87,65.10,0.03,9.64
12234,12455,fijo,4,29.57,70.43,0.00,9.77
12234,12455,libre,4,33.73,66.23,0.03,9.50
12234,13345,fijo,4,31.37,68.63,0.00,9.77
12234,13345,libre,4,38.13,61.83,0.03,9.62
12234,13355,fijo,4,33.23,66.73,0.03,9.94
12234,13355,libre,4,38.70,61.27,0.03,9.64
12234,13445,fijo,4,27.27,72.73,0.00,9.83
12234,13445,libre,4,31.30,68.67,0.03,9.74
12234,13455,fijo,4,26.13,73.87,0.00,9.78
12234,13455,libre,4,30.57,69.40,0.03,9.66
12234,14455,fijo,4,23.20,76.80,0.00,9.77
12234,14455,libre,4,27.37,72.63,0.00,9.46
12234,22335,fijo,4,43.13,56.70,0.17,9.96
12234,22335,libre,4,50.77,49.07,0.17,9.67
12234,22345,fijo,4,29.50,70.43,0.07,9.81
12234,22345,libre,4,35.47,64.53,0.00,9.76
12234,22355,fijo,4,29.63,70.37,0.00,9.92
12234,22355,libre,4,35.47,64.53,0.00,9.82
12234,22445,fijo,4,23.10,76.90,0.00,9.80
12234,22445,libre,4,28.87,71.10,0.03,9.81
12234,22455,fijo,4,22.50,77.50,0.00,9.79
12234,22455,libre,4,26.97,73.03,0.00,9.72
12234,23345,fijo,4,27.83,72.17,0.00,9.84
12234,23345,libre,4,34.00,66.00,0.00,9.72
12234,23355,fijo,4,28.70,71.30,0.00,9.94
12234,23355,libre,4,34.67,65.30,0.03,9.79
12234,23445,fijo,4,24.40,75.60,0.00,9.84
12234,23445,libre,4,28.93,71.07,0.00,9.79
12234,23455,fijo,4,23.23,76.77,0.00,9.82
12234,23455,libre,4,28.03,71.93,0.03,9.77
12234,24455,fijo,4,20.23,79.77,0.00,9.76
12234,24455,libre,4,23.57,76.43,0.00,9.65
12234,33445,fijo,4,18.13,81.87,0.00,9.93
12234,33445,libre,4,22.50,77.50,0.00,9.99
12234,33455,fijo,4,17.83,82.17,0.00,9.97
12234,33455,libre,4,21.33,78.63,0.03,9.90
12234,34455,fijo,4,16.07,83.93,0.00,9.93
12234,34455,libre,4,19.03,80.97,0.00,9.80
12244,11235,fijo,4,63.23,35.83,0.93,10.29
12244,11235,libre,4,68.30,31.23,0.47,9.90
12244,11335,fijo,4,59.27,39.70,1.03,10.45
12244,11335,libre,4,65.90,33.20,0.90,9.93
12244,11345,fijo,4,43.90,55.27,0.83,10.22
12244,11345,libre,4,47.50,52.07,0.43,9.79
12244,11355,fijo,4,40.20,58.93,0.87,10.36
12244,11355,libre,4,45.77,53.87,0.37,9.84
12244,12235,fijo,4,59.93,39.27,0.80,10.35
12244,12235,libre,4,65.37,34.07,0.57,9.82
12244,12335,fijo,4,56.30,42.73,0.97,10.37
12244,12335,libre,4,62.83,36.57,0.60,9.75
12244,12345,fijo,4,41.33,58.13,0.53,10.03
12244,12345,libre,4,46.47,53.13,0.40,9.73
12244,12355,fijo,4,39.60,59.83,0.57,10.13
12244,12355,libre,4,43.80,55.93,0.27,9.75
12244,13345,fijo,4,40.80,58.87,0.33,10.03
12244,13345,libre,4,45.03,54.80,0.17,9.69
12244,13355,fijo,4,38.47,60.97,0.57,10.10
12244,13355,libre,4,44.20,55.60,0.20,9.75
12244,13445,fijo,4,31.90,67.90,0.20,10.03
12244,13445,libre,4,35.33,64.63,0.03,9.79
12244,13455,fijo,4,28.67,71.33,0.00,9.94
12244,13455,libre,4,32.97,67.03,0.00,9.64
12244,22335,fijo,4,49.00,50.47,0.53,10.10
12244,22335,libre,4,59.97,39.80,0.23,9.65
12244,22345,fijo,4,35.07,64.70,0.23,9.98
12244,22345,libre,4,41.07,58.90,0.03,9.74
12244,22355,fijo,4,31.30,68.57,0.13,9.98
12244,22355,libre,4,39.20,60.73,0.07,9.80
12244,23345,fijo,4,34.77,65.10,0.13,9.93
12244,23345,libre,4,40.03,59.93,0.03,9.74
12244,23355,fijo,4,32.57,67.37,0.07,10.06
12244,23355,libre,4,39.47,60.50,0.03,9.85
12244,23445,fijo,4,27.53,72.37,0.10,9.99
12244,23445,libre,4,32.13,67.80,0.07,9.82
12244,23455,fijo,4,24.80,75.20,0.00,9.90
12244,23455,libre,4,29.87,70.13,0.00,9.66
12244,33445,fijo,4,23.13,76.80,0.07,10.00
12244,33445,libre,4,28.77,71.13,0.10,10.05
12244,33455,fijo,4,21.13,78.87,0.00,10.03
12244,33455,libre,4,26.03,73.97,0.00,9.89
12244,34455,fijo,4,19.07,80.93,0.00,9.98
12244,34455,libre,4,22.87,77.13,0.00,9.80
12334,11225,fijo,4,77.53,22.00,0.47,9.90
12334,11225,libre,4,81.30,18.23,0.47,9.52
12334,11235,fijo,4,66.87,32.37,0.77,10.16
12334,11235,libre,4,69.80,29.77,0.43,9.78
12334,11245,fijo,4,47.30,51.27,1.43,10.36
12334,11245,libre,4,51.30,47.90,0.80,9.87
12334,11255,fijo,4,47.70,51.30,1.00,10.16
12334,11255,libre,4,49.97,49.60,0.43,9.76
12334,11335,fijo,4,56.73,42.43,0.83,10.10
12334,11335,libre,4,61.90,37.37,0.73,9.80
12334,11345,fijo,4,37.23,62.17,0.60,10.00
12334,11345,libre,4,41.73,57.93,0.33,9.83
12334,11355,fijo,4,37.47,61.97,0.57,9.95
12334,11355,libre,4,41.90,57.77,0.33,9.76
12334,11445,fijo,4,28.27,71.73,0.00,9.77
12334,11445,libre,4,33.13,66.80,0.07,9.63
12334,11455,fijo,4,26.63,73.37,0.00,9.78
12334,11455,libre,4,31.17,68.83,0.00,9.63
12334,12235,fijo,4,63.70,35.13,1.17,10.23
12334,12235,libre,4,67.23,32.10,0.67,9.83
12334,12245,fijo,4,45.63,53.63,0.73,10.22
12334,12245,libre,4,50.00,49.50,0.50,9.80
12334,12255,fijo,4,45.63,53.23,1.13,10.26
12334,12255,libre,4,48.77,50.73,0.50,9.76
12334,12335,fijo,4,56.83,42.13,1.03,10.15
12334,12335,libre,4,61.23,38.30,0.47,9.75
12334,12345,fijo,4,39.43,60.17,0.40,9.85
12334,12345,libre,4,44.27,55.50,0.23,9.67
12334,12355,fijo,4,40.03,59.63,0.33,9.99
12334,12355,libre,4,43.33,56.37,0.30,9.61
12334,12445,fijo,4,31.87,68.10,0.03,9.83
12334,12445,libre,4,36.07,63.87,0.07,9.62
12334,12455,fijo,4,30.33,69.67,0.00,9.76
12334,12455,libre,4,34.13,65.83,0.03,9.47
12334,13345,fijo,4,33.57,66.43,0.00,9.86
12334,13345,libre,4,39.50,60.40,0.10,9.70
12334,13355,fijo,4,34.07,65.93,0.00,9.75
12334,13355,libre,4,39.33,60.67,0.00,9.61
12334,13445,fijo,4,28.03,71.97,0.00,9.76
12334,13445,libre,4,32.13,67.80,0.07,9.59
12334,13455,fijo,4,26.63,73.37,0.00,9.69
12334,13455,libre,4,30.60,69.37,0.03,9.55
12334,14455,fijo,4,22.93,77.07,0.00,9.70
12334,14455,libre,4,27.93,72.07,0.00,9.52
12334,22335,fijo,4,50.87,48.60,0.53,10.03
12334,22335,libre,4,56.70,43.03,0.27,9.68
12334,22345,fijo,4,33.43,66.20,0.37,9.97
12334,22345,libre,4,37.97,61.87,0.17,9.75
12334,22355,fijo,4,33.30,66.47,0.23,9.88
12334,22355,libre,4,38.00,61.93,0.07,9.64
12334,22445,fijo,4,25.57,74.43,0.00,9.77
12334,22445,libre,4,29.77,70.23,0.00,9.67
12334,22455,fijo,4,23.83,76.17,0.00,9.81
12334,22455,libre,4,28.47,71.53,0.00,9.65
12334,23345,fijo,4,31.17,68.83,0.00,9.92
12334,23345,libre,4,36.03,63.93,0.03,9.74
12334,23355,fijo,4,31.13,68.87,0.00,9.79
12334,23355,libre,4,36.73,63.27,0.00,9.64
12334,23445,fijo,4,26.30,73.70,0.00,9.76
12334,23445,libre,4,30.07,69.87,0.07,9.67
12334,23455,fijo,4,24.77,75.23,0.00,9.76
12334,23455,libre,4,28.70,71.27,0.03,9.61
12334,24455,fijo,4,21.00,78.97,0.03,9.73
12334,24455,libre,4,25.23,74.77,0.00,9.67
12334,33445,fijo,4,19.30,80.70,0.00,9.74
12334,33445,libre,4,23.73,76.27,0.00,9.80
12334,33455,fijo,4,18.37,81.63,0.00,9.76
12334,33455,libre,4,22.90,77.10,0.00,9.81
12334,34455,fijo,4,16.80,83.20,0.00,9.81
12334,34455,libre,4,20.63,79.37,0.00,9.74
12344,11225,fijo,4,77.53,21.90,0.57,9.96
12344,11225,libre,4,81.57,18.00,0.43,9.52
12344,11235,fijo,4,69.00,30.50,0.50,10.11
12344,11235,libre,4,74.07,25.43,0.50,9.71
12344,11245,fijo,4,51.00,47.93,1.07,10.25
12344,11245,libre,4,56.27,42.87,0.87,9.77
12344,11255,fijo,4,47.93,51.07,1.00,10.14
12344,11255,libre,4,51.03,48.53,0.43,9.76
12344,11335,fijo,4,64.30,34.87,0.83,10.16
12344,11335,libre,4,70.53,28.93,0.53,9.76
12344,11345,fijo,4,44.90,54.20,0.90,10.17
12344,11345,libre,4,50.17,49.33,0.50,9.75
12344,11355,fijo,4,40.90,58.20,0.90,10.22
12344,11355,libre,4,46.80,52.87,0.33,9.69
12344,11445,fijo,4,30.97,68.87,0.17,9.91
12344,11445,libre,4,37.90,61.83,0.27,9.82
12344,11455,fijo,4,26.87,73.10,0.03,9.80
12344,11455,libre,4,31.70,68.23,0.07,9.54
12344,12235,fijo,4,66.97,32.30,0.73,10.13
12344,12235,libre,4,72.03,27.33,0.63,9.73
12344,12245,fijo,4,48.63,50.70,0.67,10.04
12344,12245,libre,4,54.40,45.20,0.40,9.74
12344,12255,fijo,4,46.00,53.13,0.87,10.07
12344,12255,libre,4,49.83,49.57,0.60,9.77
12344,12335,fijo,4,62.80,36.27,0.93,10.19
12344,12335,libre,4,68.73,30.50,0.77,9.68
12344,12345,fijo,4,46.10,52.93,0.97,10.12
12344,12345,libre,4,50.33,49.07,0.60,9.65
12344,12355,fijo,4,42.97,56.47,0.57,10.05
12344,12355,libre,4,47.20,52.40,0.40,9.65
12344,12445,fijo,4,34.27,65.40,0.33,9.91
12344,12445,libre,4,39.90,59.93,0.17,9.63
12344,12455,fijo,4,30.43,69.57,0.00,9.73
12344,12455,libre,4,35.60,64.40,0.00,9.54
12344,13345,fijo,4,40.80,58.93,0.27,9.93
12344,13345,libre,4,47.53,52.27,0.20,9.65
12344,13355,fijo,4,37.97,61.27,0.77,10.08
12344,13355,libre,4,44.03,55.83,0.13,9.60
12344,13445,fijo,4,32.43,67.40,0.17,9.86
12344,13445,libre,4,37.20,62.67,0.13,9.77
12344,13455,fijo,4,28.13,71.87,0.00,9.73
12344,13455,libre,4,34.37,65.63,0.00,9.57
12344,14455,fijo,4,23.80,76.20,0.00,9.69
12344,14455,libre,4,28.93,71.03,0.03,9.43
12344,22335,fijo,4,57.47,41.77,0.77,10.19
12344,22335,libre,4,65.63,33.77,0.60,9.72
12344,22345,fijo,4,40.33,58.97,0.70,10.05
12344,22345,libre,4,46.17,53.33,0.50,9.81
12344,22355,fijo,4,36.20,63.43,0.37,10.06
12344,22355,libre,4,43.10,56.67,0.23,9.77
12344,22445,fijo,4,27.07,72.83,0.10,9.84
12344,22445,libre,4,34.47,65.43,0.10,9.86
12344,22455,fijo,4,24.23,75.73,0.03,9.78
12344,22455,libre,4,29.77,70.20,0.03,9.64
12344,23345,fijo,4,37.33,62.40,0.27,9.92
12344,23345,libre,4,44.27,55.47,0.27,9.73
12344,23355,fijo,4,34.57,65.13,0.30,9.94
12344,23355,libre,4,41.43,58.50,0.07,9.63
12344,23445,fijo,4,29.90,69.97,0.13,9.82
12344,23445,libre,4,35.50,64.43,0.07,9.80
12344,23455,fijo,4,26.73,73.27,0.00,9.71
12344,23455,libre,4,32.70,67.30,0.00,9.62
12344,24455,fijo,4,21.63,78.37,0.00,9.72
12344,24455,libre,4,26.47,73.50,0.03,9.58
12344,33445,fijo,4,24.13,75.80,0.07,9.79
12344,33445,libre,4,30.23,69.70,0.07,9.97
12344,33455,fijo,4,22.17,77.80,0.03,9.79
12344,33455,libre,4,26.77,73.20,0.03,9.74
12344,34455,fijo,4,19.47,80.53,0.00,9.77
12344,34455,libre,4,24.50,75.50,0.00,9.69
13344,11225,fijo,4,80.97,18.57,0.47,10.12
13344,11225,libre,4,82.60,17.07,0.33,9.49
13344,11235,fijo,4,76.10,23.20,0.70,10.09
13344,11235,libre,4,77.43,22.23,0.33,9.69
13344,11245,fijo,4,56.40,42.33,1.27,10.23
13344,11245,libre,4,57.33,41.67,1.00,9.87
13344,11255,fijo,4,50.50,48.53,0.97,10.36
